               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.076417,            0.023141,            0.044334,             0.14955,             0.75517,             0.31352,            0.082612,             0.02076,            0.007786,            0.021707,            0.070133,           0.0033185,           0.0033185
                   1,            0.044178,            0.015869,            0.040423,             0.22908,                   1,             0.31645,             0.23933,            0.015046,           0.0040572,            0.021612,            0.040111,           0.0066299,           0.0066299
                   2,            0.038773,             0.01179,            0.039844,             0.22024,                   1,             0.34374,              0.2459,            0.014653,           0.0032443,            0.021727,            0.010067,           0.0099193,           0.0099193
                   3,            0.034722,           0.0095112,            0.039318,             0.37224,             0.75175,             0.48475,             0.27863,            0.018148,           0.0029682,            0.018741,            0.009901,            0.009901,            0.009901
                   4,            0.031891,            0.008107,            0.034474,             0.43141,             0.99342,             0.53941,             0.40113,            0.013275,           0.0027987,            0.017244,            0.009901,            0.009901,            0.009901
                   5,            0.027717,           0.0075372,            0.033274,             0.37555,             0.95032,             0.57915,             0.41905,            0.010909,           0.0025899,            0.015596,            0.009868,            0.009868,            0.009868
                   6,            0.026149,           0.0069715,            0.030647,             0.46861,             0.96061,             0.66614,              0.5357,           0.0088988,           0.0026272,            0.014481,            0.009835,            0.009835,            0.009835
                   7,            0.026778,           0.0072185,             0.02804,             0.61758,             0.93586,             0.81589,             0.59878,             0.01012,           0.0025891,            0.011154,            0.009802,            0.009802,            0.009802
                   8,            0.025476,           0.0065864,            0.024502,             0.55143,             0.85602,             0.75147,             0.61515,           0.0082754,           0.0023966,             0.01468,            0.009769,            0.009769,            0.009769
                   9,            0.025217,           0.0065498,            0.022925,               0.655,             0.78416,             0.82638,             0.67449,           0.0084131,             0.00237,            0.015695,            0.009736,            0.009736,            0.009736
                  10,            0.024303,             0.00636,            0.023322,             0.79084,             0.82772,             0.87349,             0.63288,            0.010147,            0.002329,            0.011553,            0.009703,            0.009703,            0.009703
                  11,            0.023529,           0.0060101,             0.02074,             0.90657,             0.85331,             0.91529,             0.73609,           0.0087924,           0.0023675,           0.0065474,             0.00967,             0.00967,             0.00967
                  12,            0.022968,           0.0059887,            0.018938,             0.88761,             0.84208,             0.93149,             0.73884,           0.0090069,           0.0023994,            0.007373,            0.009637,            0.009637,            0.009637
                  13,            0.022175,             0.00587,            0.018857,             0.88602,             0.85009,             0.91281,             0.75502,           0.0082427,           0.0022985,           0.0073081,            0.009604,            0.009604,            0.009604
                  14,            0.023121,           0.0056871,            0.017241,             0.86965,              0.8966,             0.94002,             0.78601,           0.0078874,           0.0021948,           0.0056742,            0.009571,            0.009571,            0.009571
                  15,             0.02152,           0.0058027,            0.017811,             0.86138,             0.85274,             0.91914,             0.78086,           0.0075238,           0.0027389,           0.0076124,            0.009538,            0.009538,            0.009538
                  16,            0.022038,           0.0057795,            0.017147,             0.86485,             0.91953,             0.94754,             0.77636,           0.0075789,           0.0023973,           0.0058396,            0.009505,            0.009505,            0.009505
                  17,            0.021573,           0.0057957,            0.017244,             0.90634,             0.83838,             0.94594,             0.74978,           0.0087797,            0.002526,           0.0048788,            0.009472,            0.009472,            0.009472
                  18,            0.021436,           0.0057822,            0.015215,             0.85522,             0.91669,             0.95781,             0.76509,           0.0094525,           0.0023433,           0.0053387,            0.009439,            0.009439,            0.009439
                  19,              0.0217,           0.0057428,            0.015446,             0.84538,             0.93498,             0.95753,             0.82704,           0.0077317,           0.0022526,           0.0055663,            0.009406,            0.009406,            0.009406
                  20,            0.020559,           0.0054401,            0.015096,             0.88037,             0.95887,             0.96405,             0.82843,           0.0070871,           0.0020964,           0.0038772,            0.009373,            0.009373,            0.009373
                  21,            0.020198,           0.0054388,            0.015039,             0.85349,             0.95951,             0.97393,             0.83276,           0.0068059,           0.0020714,           0.0039997,             0.00934,             0.00934,             0.00934
                  22,            0.019875,           0.0055686,             0.01489,             0.90924,             0.86345,             0.95847,             0.81739,            0.007069,           0.0021321,           0.0052572,            0.009307,            0.009307,            0.009307
                  23,            0.019925,           0.0053137,              0.0124,              0.8972,             0.94717,             0.96527,             0.83682,           0.0071774,           0.0020111,            0.003909,            0.009274,            0.009274,            0.009274
                  24,            0.020004,           0.0052278,            0.012036,             0.89835,             0.95339,             0.95962,             0.81104,           0.0072838,           0.0021135,           0.0043636,            0.009241,            0.009241,            0.009241
                  25,             0.01963,           0.0052257,            0.014177,             0.92793,             0.85574,             0.96286,             0.81829,           0.0071404,           0.0021383,           0.0032966,            0.009208,            0.009208,            0.009208
                  26,            0.020192,           0.0053071,            0.012351,             0.81893,             0.90734,             0.92284,             0.78243,           0.0067148,           0.0021443,           0.0051217,            0.009175,            0.009175,            0.009175
                  27,            0.018991,           0.0052619,            0.011387,             0.90952,             0.94165,              0.9617,             0.82962,           0.0073428,           0.0021651,           0.0028729,            0.009142,            0.009142,            0.009142
                  28,            0.019173,           0.0052774,            0.013194,             0.91654,             0.89128,             0.97259,             0.83361,           0.0070686,           0.0020702,           0.0043305,            0.009109,            0.009109,            0.009109
                  29,            0.018657,           0.0051333,             0.01281,             0.90808,             0.87263,             0.96136,             0.83518,           0.0071018,             0.00207,           0.0044258,            0.009076,            0.009076,            0.009076
                  30,            0.019011,           0.0052534,             0.01232,             0.95264,             0.89482,             0.97639,             0.84334,            0.006868,           0.0021097,           0.0029912,            0.009043,            0.009043,            0.009043
                  31,            0.018893,           0.0052437,            0.011966,             0.91429,             0.94131,             0.95904,             0.83098,           0.0072082,           0.0020935,           0.0024678,             0.00901,             0.00901,             0.00901
                  32,            0.018525,           0.0050358,            0.010738,             0.91614,             0.92638,             0.96844,             0.85068,           0.0066905,           0.0020824,           0.0040967,            0.008977,            0.008977,            0.008977
                  33,            0.018629,           0.0050937,            0.012062,             0.93535,             0.94938,             0.96809,             0.83299,           0.0066873,           0.0020373,           0.0025192,            0.008944,            0.008944,            0.008944
                  34,            0.017484,           0.0049597,            0.010931,             0.91057,             0.96116,              0.9508,             0.81433,           0.0070454,           0.0020933,           0.0023865,            0.008911,            0.008911,            0.008911
                  35,             0.01796,           0.0049785,             0.01043,             0.92717,             0.97305,             0.97066,             0.85275,             0.00683,           0.0018884,            0.002789,            0.008878,            0.008878,            0.008878
                  36,            0.017933,           0.0048766,           0.0094499,              0.9109,              0.9735,             0.97663,             0.85849,           0.0063415,           0.0019879,           0.0029242,            0.008845,            0.008845,            0.008845
                  37,            0.018131,           0.0049452,           0.0096118,             0.88025,             0.95898,             0.96495,             0.85103,           0.0062159,           0.0021136,           0.0032383,            0.008812,            0.008812,            0.008812
                  38,            0.017322,           0.0049938,            0.011289,             0.90206,             0.95127,             0.95036,             0.82742,           0.0061579,           0.0021088,           0.0027502,            0.008779,            0.008779,            0.008779
                  39,            0.017432,           0.0048376,           0.0096476,             0.89796,             0.96538,             0.97998,              0.8431,           0.0069799,            0.002115,           0.0024304,            0.008746,            0.008746,            0.008746
                  40,            0.017325,           0.0048912,            0.011828,             0.91639,             0.97141,             0.96828,             0.84912,           0.0062297,           0.0020104,           0.0025466,            0.008713,            0.008713,            0.008713
                  41,            0.018225,            0.005055,            0.011195,             0.91512,             0.92617,             0.96786,             0.84165,           0.0063896,           0.0019106,           0.0062487,             0.00868,             0.00868,             0.00868
                  42,            0.017111,           0.0048166,           0.0093552,             0.90934,             0.95928,             0.95108,             0.82437,            0.006752,           0.0022119,           0.0024887,            0.008647,            0.008647,            0.008647
                  43,            0.017896,           0.0048026,            0.010757,             0.92532,             0.94933,             0.96148,             0.84448,           0.0064215,           0.0019031,           0.0022333,            0.008614,            0.008614,            0.008614
                  44,            0.017429,           0.0048723,            0.010599,              0.9126,             0.94039,             0.98024,             0.85662,           0.0064184,           0.0021197,           0.0067153,            0.008581,            0.008581,            0.008581
                  45,            0.016902,            0.004894,           0.0095058,             0.88727,             0.97203,             0.96458,             0.84892,           0.0065895,           0.0019278,           0.0029137,            0.008548,            0.008548,            0.008548
                  46,            0.017517,           0.0048209,           0.0092799,             0.90721,             0.96149,             0.95118,             0.83746,           0.0058442,           0.0020209,           0.0024248,            0.008515,            0.008515,            0.008515
                  47,            0.016575,           0.0047365,           0.0098626,             0.88382,             0.96099,              0.9705,             0.83933,            0.006296,           0.0020071,           0.0035712,            0.008482,            0.008482,            0.008482
                  48,            0.017244,           0.0048184,           0.0093488,              0.9339,             0.93839,              0.9778,             0.86695,           0.0060244,           0.0018513,           0.0022661,            0.008449,            0.008449,            0.008449
                  49,            0.016859,           0.0047259,           0.0094924,             0.93296,             0.92282,             0.97749,             0.86022,           0.0062218,           0.0019461,           0.0036856,            0.008416,            0.008416,            0.008416
                  50,             0.01663,           0.0048038,           0.0093481,             0.93962,             0.95316,             0.97789,             0.85552,           0.0062615,           0.0019763,           0.0022355,            0.008383,            0.008383,            0.008383
                  51,            0.016588,            0.004802,            0.010539,              0.9006,             0.95624,              0.9765,             0.84918,           0.0060791,            0.001962,           0.0026287,             0.00835,             0.00835,             0.00835
                  52,            0.016696,           0.0048227,            0.010195,             0.89802,             0.94393,             0.97273,             0.86143,           0.0059223,           0.0020067,             0.00318,            0.008317,            0.008317,            0.008317
                  53,            0.016606,           0.0047607,            0.011569,             0.92562,             0.97063,             0.98234,             0.86396,           0.0061096,           0.0018459,           0.0029156,            0.008284,            0.008284,            0.008284
                  54,             0.01674,           0.0047615,           0.0086213,             0.94625,             0.97192,             0.97172,             0.84173,           0.0067399,           0.0019993,            0.001766,            0.008251,            0.008251,            0.008251
                  55,            0.016205,           0.0046776,           0.0090957,              0.9462,             0.96815,             0.97902,             0.86246,           0.0059065,            0.001925,           0.0020182,            0.008218,            0.008218,            0.008218
                  56,             0.01675,           0.0047726,           0.0092617,             0.95412,             0.96603,             0.98109,             0.84647,           0.0064664,           0.0019403,           0.0016732,            0.008185,            0.008185,            0.008185
                  57,            0.016493,           0.0047375,           0.0082465,             0.90994,              0.9292,             0.96245,             0.85467,           0.0057589,           0.0018468,           0.0024274,            0.008152,            0.008152,            0.008152
                  58,            0.016578,           0.0046332,            0.008509,             0.94734,             0.94917,             0.97702,             0.86213,           0.0059219,           0.0019963,           0.0020145,            0.008119,            0.008119,            0.008119
                  59,            0.016397,           0.0045887,           0.0074459,             0.91713,              0.9666,             0.95626,             0.84344,           0.0056289,           0.0019349,           0.0020073,            0.008086,            0.008086,            0.008086
                  60,            0.016183,           0.0047932,           0.0092625,             0.94592,             0.95713,             0.98023,             0.86623,           0.0057976,           0.0020408,           0.0016287,            0.008053,            0.008053,            0.008053
                  61,            0.015917,           0.0046916,           0.0081518,             0.88448,             0.97729,             0.97998,              0.8705,           0.0056244,           0.0018767,           0.0028243,             0.00802,             0.00802,             0.00802
                  62,            0.015875,           0.0045517,           0.0085948,             0.93682,             0.97096,             0.97522,             0.85573,           0.0059211,           0.0019553,           0.0017201,            0.007987,            0.007987,            0.007987
                  63,            0.015837,            0.004503,           0.0082589,             0.93333,             0.95103,             0.97809,             0.85839,           0.0054506,           0.0019241,           0.0019024,            0.007954,            0.007954,            0.007954
                  64,            0.016183,           0.0045264,           0.0080216,             0.87895,             0.95759,              0.9754,             0.86308,           0.0058706,           0.0019583,           0.0039894,            0.007921,            0.007921,            0.007921
                  65,              0.0157,           0.0044724,           0.0081572,             0.94314,              0.9284,             0.97126,              0.8526,           0.0055978,            0.001883,           0.0022837,            0.007888,            0.007888,            0.007888
                  66,            0.016192,           0.0046651,            0.009277,             0.91977,             0.96354,             0.97701,             0.87138,           0.0056349,           0.0019188,           0.0020099,            0.007855,            0.007855,            0.007855
                  67,             0.01597,           0.0045277,           0.0079793,             0.91696,             0.95786,             0.96046,             0.84349,           0.0059099,              0.0019,           0.0021363,            0.007822,            0.007822,            0.007822
                  68,            0.015396,           0.0046564,           0.0084973,             0.94423,             0.94429,              0.9814,             0.86905,           0.0056225,           0.0018916,           0.0018799,            0.007789,            0.007789,            0.007789
                  69,            0.015464,           0.0045037,           0.0070899,             0.93353,              0.9634,             0.96626,             0.85562,           0.0057884,           0.0018797,           0.0016388,            0.007756,            0.007756,            0.007756
                  70,            0.015409,           0.0045746,           0.0084584,             0.94718,             0.96251,              0.9812,             0.87286,           0.0054901,           0.0017942,           0.0016747,            0.007723,            0.007723,            0.007723
                  71,            0.016068,           0.0044664,           0.0080768,             0.92114,             0.96923,             0.98218,             0.86706,            0.005641,           0.0019242,           0.0020332,             0.00769,             0.00769,             0.00769
                  72,            0.015179,           0.0044045,           0.0086699,             0.91629,             0.95903,             0.96959,             0.86713,           0.0056689,           0.0018146,           0.0020015,            0.007657,            0.007657,            0.007657
                  73,            0.015379,           0.0044046,            0.007671,             0.92774,             0.93724,              0.9697,              0.8579,           0.0056941,           0.0018646,           0.0023228,            0.007624,            0.007624,            0.007624
                  74,             0.01532,           0.0044071,            0.007025,             0.93108,             0.95643,             0.97121,             0.87003,           0.0054815,            0.001873,            0.001993,            0.007591,            0.007591,            0.007591
                  75,            0.015037,           0.0043581,           0.0073215,              0.9437,             0.96797,             0.96872,             0.86826,           0.0058785,           0.0018008,            0.001793,            0.007558,            0.007558,            0.007558
                  76,            0.015229,           0.0045614,           0.0076862,             0.93541,             0.96645,             0.97341,             0.86634,           0.0056703,             0.00185,           0.0017106,            0.007525,            0.007525,            0.007525
                  77,            0.015429,            0.004425,           0.0079902,             0.91775,             0.95938,              0.9829,             0.86366,           0.0059796,             0.00186,           0.0021111,            0.007492,            0.007492,            0.007492
                  78,            0.015132,           0.0043803,            0.006717,             0.93988,             0.96795,             0.97748,             0.86211,           0.0059204,           0.0019298,           0.0015947,            0.007459,            0.007459,            0.007459
                  79,            0.015047,           0.0044348,           0.0075936,             0.93727,             0.97581,              0.9766,             0.87234,           0.0058789,           0.0019071,           0.0016596,            0.007426,            0.007426,            0.007426
                  80,            0.015698,            0.004387,           0.0064885,             0.93559,             0.95605,             0.98079,              0.8822,           0.0056303,           0.0018628,           0.0015641,            0.007393,            0.007393,            0.007393
                  81,            0.014986,           0.0042674,           0.0073114,             0.94378,             0.95514,             0.97855,             0.87038,           0.0057938,           0.0018904,           0.0019991,             0.00736,             0.00736,             0.00736
                  82,            0.015348,           0.0044287,           0.0082194,             0.92333,             0.98162,             0.96954,              0.8604,           0.0058348,           0.0018897,           0.0020097,            0.007327,            0.007327,            0.007327
                  83,            0.015062,           0.0042488,           0.0071556,             0.93815,             0.97344,             0.98053,             0.86867,           0.0056143,           0.0018242,           0.0014624,            0.007294,            0.007294,            0.007294
                  84,            0.014542,           0.0041952,           0.0070028,             0.93201,             0.97822,             0.97569,             0.86913,           0.0056804,            0.001802,           0.0019368,            0.007261,            0.007261,            0.007261
                  85,            0.014953,           0.0042953,           0.0073773,             0.95144,             0.96947,             0.98192,             0.87661,           0.0055483,            0.001886,            0.001524,            0.007228,            0.007228,            0.007228
                  86,            0.014744,           0.0043717,           0.0078124,             0.93747,             0.97406,             0.97055,             0.86486,           0.0052442,           0.0018075,           0.0016089,            0.007195,            0.007195,            0.007195
                  87,            0.015087,           0.0043335,           0.0062164,              0.9374,             0.96923,              0.9797,             0.87647,            0.005139,           0.0018038,           0.0016641,            0.007162,            0.007162,            0.007162
                  88,            0.014522,           0.0042823,           0.0068687,             0.91868,             0.97852,             0.96902,             0.86099,           0.0052906,           0.0018206,            0.001952,            0.007129,            0.007129,            0.007129
                  89,             0.01516,           0.0042929,           0.0061964,             0.95119,             0.96904,             0.97613,             0.86672,           0.0056381,           0.0018108,           0.0014199,            0.007096,            0.007096,            0.007096
                  90,             0.01531,           0.0042771,           0.0063408,             0.92923,             0.97574,             0.96599,             0.86493,             0.00541,           0.0018404,           0.0016941,            0.007063,            0.007063,            0.007063
                  91,            0.014804,           0.0043275,           0.0064288,             0.94072,              0.9751,             0.97303,             0.86906,           0.0056438,           0.0017377,           0.0016523,             0.00703,             0.00703,             0.00703
                  92,            0.014416,           0.0042312,           0.0063368,             0.93678,             0.98198,             0.97533,             0.87497,           0.0054276,            0.001732,           0.0020253,            0.006997,            0.006997,            0.006997
                  93,            0.014346,           0.0042816,           0.0057373,             0.95469,             0.96341,             0.98369,             0.87992,           0.0050792,           0.0017702,           0.0015196,            0.006964,            0.006964,            0.006964
                  94,            0.014492,           0.0042722,           0.0060314,             0.92957,             0.97872,             0.96865,             0.86683,           0.0053832,           0.0018522,           0.0019282,            0.006931,            0.006931,            0.006931
                  95,            0.014562,           0.0042933,           0.0060848,             0.94323,             0.96324,             0.97938,             0.87241,           0.0056881,           0.0017876,           0.0016294,            0.006898,            0.006898,            0.006898
                  96,            0.014491,           0.0042357,           0.0071287,              0.9426,             0.97147,              0.9779,             0.86998,           0.0053589,           0.0019294,           0.0019452,            0.006865,            0.006865,            0.006865
                  97,            0.014127,           0.0041464,           0.0076288,             0.94469,              0.9694,             0.98201,             0.87677,           0.0051983,           0.0018046,           0.0018517,            0.006832,            0.006832,            0.006832
                  98,            0.014399,           0.0040893,           0.0068651,             0.92997,             0.98062,             0.98252,             0.88363,           0.0053884,           0.0017678,           0.0014536,            0.006799,            0.006799,            0.006799
                  99,            0.014848,           0.0043197,           0.0070832,               0.948,             0.96299,             0.98284,             0.87574,           0.0053462,            0.001803,           0.0016101,            0.006766,            0.006766,            0.006766
                 100,            0.014404,           0.0044203,           0.0066224,             0.94226,             0.96763,             0.98156,             0.87525,           0.0054591,           0.0018158,            0.001573,            0.006733,            0.006733,            0.006733
                 101,            0.014418,           0.0043065,           0.0078455,              0.9462,             0.96854,             0.97742,             0.87225,           0.0054044,           0.0017968,           0.0016498,              0.0067,              0.0067,              0.0067
                 102,             0.01456,           0.0043073,           0.0067945,             0.89825,             0.97529,             0.96714,             0.86181,           0.0055456,           0.0018748,           0.0018064,            0.006667,            0.006667,            0.006667
                 103,            0.014653,           0.0042871,           0.0071177,             0.94525,             0.95752,             0.97383,             0.86674,           0.0053811,           0.0017907,           0.0018377,            0.006634,            0.006634,            0.006634
                 104,            0.014558,            0.004312,           0.0059694,             0.91307,             0.98064,             0.98091,             0.87701,           0.0055995,           0.0018358,           0.0017632,            0.006601,            0.006601,            0.006601
                 105,            0.014369,           0.0042763,           0.0058325,             0.93012,             0.98251,             0.97675,             0.87701,           0.0053703,           0.0018536,           0.0017165,            0.006568,            0.006568,            0.006568
                 106,            0.014289,           0.0042318,           0.0073048,              0.9285,             0.95948,             0.97154,             0.86974,           0.0054038,           0.0018924,           0.0016895,            0.006535,            0.006535,            0.006535
                 107,            0.014112,           0.0042097,           0.0070706,             0.92803,             0.96621,             0.97582,             0.87737,           0.0054508,           0.0018621,           0.0014093,            0.006502,            0.006502,            0.006502
                 108,            0.014211,           0.0044129,           0.0067927,             0.93568,              0.9796,             0.97852,             0.86748,           0.0053717,           0.0017767,           0.0015394,            0.006469,            0.006469,            0.006469
                 109,            0.014205,           0.0041245,           0.0059261,             0.93949,             0.97843,             0.98147,             0.87887,           0.0052704,           0.0017622,           0.0014672,            0.006436,            0.006436,            0.006436
                 110,            0.013971,            0.004115,           0.0063286,             0.95295,             0.95497,              0.9807,             0.87703,           0.0053062,           0.0018567,           0.0015818,            0.006403,            0.006403,            0.006403
                 111,            0.014445,           0.0041989,           0.0060945,             0.94926,             0.94231,             0.98293,             0.87906,           0.0052738,           0.0018117,           0.0016242,             0.00637,             0.00637,             0.00637
                 112,            0.014167,           0.0043679,           0.0066038,             0.93488,             0.97983,             0.97556,              0.8682,           0.0052104,           0.0017794,           0.0013965,            0.006337,            0.006337,            0.006337
                 113,             0.01421,           0.0041778,           0.0058608,             0.94655,             0.96078,              0.9801,             0.88464,            0.005087,           0.0017345,           0.0014147,            0.006304,            0.006304,            0.006304
                 114,            0.014115,           0.0040739,           0.0062446,             0.96125,              0.9457,             0.98437,             0.88067,           0.0050474,           0.0018722,           0.0014248,            0.006271,            0.006271,            0.006271
                 115,            0.014084,           0.0042811,           0.0060854,             0.94395,             0.97124,             0.98052,             0.87515,           0.0051401,           0.0017281,           0.0013839,            0.006238,            0.006238,            0.006238
                 116,            0.014125,           0.0042749,            0.007009,             0.92694,             0.98092,             0.96974,              0.8666,           0.0050381,           0.0017527,           0.0014057,            0.006205,            0.006205,            0.006205
                 117,            0.014057,           0.0042884,           0.0059379,             0.93865,             0.95014,             0.97505,             0.87095,           0.0052917,           0.0017757,           0.0017086,            0.006172,            0.006172,            0.006172
                 118,            0.013769,           0.0041145,            0.006019,             0.94373,             0.96731,             0.97708,              0.8745,           0.0050223,           0.0017912,           0.0015851,            0.006139,            0.006139,            0.006139
                 119,            0.014194,           0.0041999,           0.0064667,              0.9289,             0.97508,             0.97493,             0.86444,           0.0052003,           0.0017369,           0.0016784,            0.006106,            0.006106,            0.006106
                 120,            0.014217,           0.0042076,           0.0063161,             0.94764,              0.9655,              0.9707,               0.862,            0.005312,           0.0017982,           0.0015677,            0.006073,            0.006073,            0.006073
                 121,            0.014187,           0.0041962,           0.0063563,             0.94333,             0.96351,             0.97944,              0.8787,           0.0056123,            0.001779,           0.0013544,             0.00604,             0.00604,             0.00604
                 122,             0.01381,           0.0041016,           0.0052512,              0.9427,             0.96236,             0.98422,             0.87822,           0.0052971,           0.0017252,           0.0014514,            0.006007,            0.006007,            0.006007
                 123,            0.014128,           0.0041742,           0.0059166,              0.9457,             0.97629,             0.97887,             0.88129,           0.0052443,           0.0016978,           0.0014949,            0.005974,            0.005974,            0.005974
                 124,            0.013936,           0.0040712,           0.0056893,             0.94872,             0.96764,             0.97975,             0.87687,           0.0052185,             0.00173,           0.0015388,            0.005941,            0.005941,            0.005941
                 125,            0.013816,           0.0042346,           0.0061244,             0.93595,              0.9745,             0.98327,             0.87446,           0.0052629,           0.0017437,           0.0017195,            0.005908,            0.005908,            0.005908
                 126,             0.01347,           0.0042102,           0.0058411,             0.94464,             0.98413,              0.9857,             0.88978,            0.005356,            0.001769,           0.0012772,            0.005875,            0.005875,            0.005875
                 127,             0.01353,           0.0041041,           0.0056282,             0.94534,             0.98272,             0.98147,             0.87542,            0.005496,           0.0017718,            0.001426,            0.005842,            0.005842,            0.005842
                 128,            0.014209,           0.0042162,            0.006199,             0.93649,             0.96354,             0.97157,             0.86854,           0.0053499,            0.001738,           0.0018759,            0.005809,            0.005809,            0.005809
                 129,            0.013559,           0.0040856,            0.005416,             0.96266,             0.96285,             0.98707,             0.89089,           0.0051704,            0.001736,           0.0012115,            0.005776,            0.005776,            0.005776
                 130,             0.01344,           0.0040398,           0.0054029,             0.94073,             0.97002,             0.97837,             0.88006,           0.0053126,           0.0017338,           0.0016345,            0.005743,            0.005743,            0.005743
                 131,            0.013504,           0.0041015,           0.0051228,             0.95256,             0.97147,             0.97504,             0.87606,           0.0053921,           0.0017595,           0.0016152,             0.00571,             0.00571,             0.00571
                 132,            0.013187,           0.0041289,           0.0048832,             0.94823,             0.98019,             0.97387,              0.8716,            0.005288,           0.0017043,           0.0014133,            0.005677,            0.005677,            0.005677
                 133,            0.013559,           0.0040337,           0.0058139,             0.94974,             0.97512,             0.98559,             0.88014,           0.0053641,           0.0017217,           0.0012636,            0.005644,            0.005644,            0.005644
                 134,            0.013634,           0.0040665,           0.0052406,             0.94038,             0.96485,             0.98111,             0.88292,             0.00537,            0.001801,           0.0024041,            0.005611,            0.005611,            0.005611
                 135,            0.013292,           0.0040578,           0.0052617,             0.94734,             0.96604,             0.98332,             0.88854,           0.0051949,           0.0017033,           0.0015593,            0.005578,            0.005578,            0.005578
                 136,            0.013272,           0.0040746,           0.0058771,             0.94062,              0.9748,             0.98602,             0.88195,            0.005137,           0.0018083,           0.0011199,            0.005545,            0.005545,            0.005545
                 137,             0.01384,           0.0041704,           0.0057336,             0.94884,             0.97466,             0.98723,             0.88561,           0.0052268,           0.0017052,           0.0015177,            0.005512,            0.005512,            0.005512
