                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                0.85607,                0.59985,                0.90311,                0.67818,                0.90213,                0.85696,                0.59714,                0.84768,                0.55877,                0.90086,             0.00055504,             0.00055504,             0.00055504
                    121,                0.84422,                0.62397,                0.91985,                0.72542,                 0.9346,                0.83901,                0.58597,                0.82694,                0.55883,                0.89553,             0.00055204,             0.00055204,             0.00055204
                    122,                0.84149,                0.59853,                0.90649,                0.88324,                0.79154,                0.82403,                0.57724,                0.82091,                0.55262,                0.89193,             0.00054904,             0.00054904,             0.00054904
                    123,                0.84872,                0.60702,                0.91293,                0.85342,                0.75709,                 0.8182,                0.54207,                0.84784,                0.56143,                0.90068,             0.00054604,             0.00054604,             0.00054604
                    124,                 0.8291,                0.58954,                  0.917,                0.68027,                0.93067,                0.81834,                 0.5792,                0.82298,                 0.5648,                 0.8972,             0.00054304,             0.00054304,             0.00054304
                    125,                0.85032,                0.59746,                0.91722,                0.94425,                0.80761,                0.86523,                 0.5856,                0.84949,                0.56412,                0.90035,             0.00054004,             0.00054004,             0.00054004
                    126,                0.86313,                0.59843,                0.91014,                0.93902,                 0.7859,                0.86471,                0.59447,                 0.8409,                0.54823,                0.90567,             0.00053704,             0.00053704,             0.00053704
                    127,                0.84284,                0.58876,                0.90674,                0.77395,                0.97296,                0.88735,                0.58696,                 0.8596,                0.56117,                0.90143,             0.00053404,             0.00053404,             0.00053404
                    128,                0.84209,                0.60506,                0.90575,                0.93289,                0.79427,                0.87372,                0.58167,                0.82632,                0.54291,                0.89278,             0.00053104,             0.00053104,             0.00053104
                    129,                0.84073,                0.57941,                0.90646,                0.93572,                 0.7416,                0.86456,                0.60891,                0.81507,                0.53743,                0.89581,             0.00052804,             0.00052804,             0.00052804
                    130,                0.84409,                0.58277,                0.90291,                0.73686,                0.96418,                0.85017,                0.58829,                0.87427,                0.55661,                0.90623,             0.00052504,             0.00052504,             0.00052504
                    131,                0.83678,                0.58208,                 0.9129,                0.94493,                0.77128,                0.85662,                0.58779,                0.84851,                0.58003,                0.89321,             0.00052204,             0.00052204,             0.00052204
                    132,                0.84879,                0.58988,                0.91172,                0.69945,                0.89888,                0.87122,                0.59533,                0.83759,                0.56118,                 0.8993,             0.00051904,             0.00051904,             0.00051904
                    133,                 0.8409,                0.57384,                0.90711,                0.68473,                0.87813,                0.84345,                0.56879,                0.84455,                0.55551,                0.89003,             0.00051604,             0.00051604,             0.00051604
                    134,                0.81587,                0.56249,                0.90394,                0.93098,                0.78279,                0.85089,                0.58911,                 0.8342,                0.54667,                 0.8885,             0.00051304,             0.00051304,             0.00051304
                    135,                0.83954,                 0.5764,                0.90998,                0.74941,                0.89989,                  0.869,                0.61271,                 0.8315,                0.54326,                0.89059,             0.00051004,             0.00051004,             0.00051004
                    136,                0.84262,                0.58409,                0.90055,                0.92434,                0.81728,                0.84795,                0.57674,                0.85607,                0.56641,                0.90519,             0.00050704,             0.00050704,             0.00050704
                    137,                0.83974,                0.57639,                 0.9041,                0.91991,                0.77651,                0.85103,                0.59766,                0.83853,                0.54615,                0.89411,             0.00050404,             0.00050404,             0.00050404
                    138,                0.85193,                0.58595,                0.90116,                0.78245,                0.78999,                 0.8437,                0.60122,                0.84362,                0.54877,                 0.8918,             0.00050104,             0.00050104,             0.00050104
                    139,                 0.8444,                0.57241,                0.90702,                0.92872,                 0.7713,                0.84782,                0.60307,                0.84358,                 0.5411,                0.89263,             0.00049804,             0.00049804,             0.00049804
                    140,                0.82969,                0.55796,                0.90038,                0.92405,                0.76387,                 0.8458,                0.57327,                0.86358,                0.54571,                0.89969,             0.00049504,             0.00049504,             0.00049504
                    141,                0.83893,                0.57073,                0.90241,                0.73268,                0.97912,                0.92627,                 0.6302,                 0.8496,                0.54826,                0.89976,             0.00049204,             0.00049204,             0.00049204
                    142,                0.84721,                0.57465,                0.89466,                 0.8638,                0.93638,                0.95947,                0.66082,                 0.8296,                0.53251,                 0.8886,             0.00048904,             0.00048904,             0.00048904
                    143,                0.82362,                0.57769,                0.90155,                0.93269,                 0.7906,                 0.8858,                0.61614,                0.82778,                 0.5392,                0.89533,             0.00048604,             0.00048604,             0.00048604
                    144,                0.83496,                  0.557,                0.90308,                0.78878,                0.89836,                0.85383,                0.60063,                 0.8521,                0.54658,                0.90326,             0.00048304,             0.00048304,             0.00048304
                    145,                0.82512,                0.55255,                0.90502,                0.79288,                0.87191,                0.88849,                0.58923,                 0.8565,                0.53618,                0.90238,             0.00048004,             0.00048004,             0.00048004
                    146,                0.83261,                0.55307,                0.90801,                0.71372,                0.92305,                0.89412,                0.60304,                0.84837,                0.54174,                0.89494,             0.00047704,             0.00047704,             0.00047704
                    147,                0.82253,                0.59679,                0.90449,                0.94526,                0.76468,                0.89309,                0.58539,                0.85629,                0.55255,                0.89578,             0.00047404,             0.00047404,             0.00047404
                    148,                0.84239,                 0.5841,                0.91711,                0.80787,                0.86317,                0.87994,                0.61843,                 0.8386,                0.53553,                0.89221,             0.00047104,             0.00047104,             0.00047104
                    149,                0.79835,                0.55472,                0.89005,                0.74889,                0.90762,                0.85446,                0.59675,                0.84426,                0.54282,                0.89348,             0.00046804,             0.00046804,             0.00046804
                    150,                0.79491,                0.56005,                0.89776,                0.75316,                0.95731,                0.84748,                0.58838,                 0.8579,                 0.5391,                0.89698,             0.00046504,             0.00046504,             0.00046504
                    151,                0.78488,                0.55158,                0.89251,                 0.7328,                0.80675,                0.82237,                0.56549,                0.84034,                0.53492,                0.89377,             0.00046204,             0.00046204,             0.00046204
                    152,                0.81708,                 0.5651,                0.88783,                0.73676,                0.89464,                0.82112,                0.58083,                0.83016,                0.55664,                0.88889,             0.00045904,             0.00045904,             0.00045904
                    153,                0.79715,                0.53296,                0.90152,                0.79407,                0.90871,                0.85655,                0.59716,                0.81633,                0.53146,                0.88438,             0.00045605,             0.00045605,             0.00045605
                    154,                0.80629,                0.54721,                0.88619,                0.78683,                0.82034,                0.85967,                0.59163,                0.82434,                0.53155,                0.89544,             0.00045305,             0.00045305,             0.00045305
                    155,                0.80461,                0.55006,                0.90557,                0.93494,                0.73144,                0.83352,                0.58408,                0.82924,                0.53844,                0.89616,             0.00045005,             0.00045005,             0.00045005
                    156,                0.80888,                0.55823,                0.89121,                0.68715,                0.92924,                0.80811,                0.58596,                0.83646,                0.54708,                 0.8951,             0.00044705,             0.00044705,             0.00044705
                    157,                0.80142,                0.52589,                0.89887,                0.69648,                0.87879,                0.82611,                0.58243,                0.83267,                0.54598,                0.88939,             0.00044405,             0.00044405,             0.00044405
                    158,                0.82364,                0.55508,                0.89874,                0.94633,                0.76556,                0.87575,                0.59601,                0.83158,                0.53564,                0.89149,             0.00044105,             0.00044105,             0.00044105
                    159,                0.80762,                0.55123,                0.88972,                 0.9239,                0.82615,                0.88205,                0.60698,                0.80618,                0.56174,                0.88759,             0.00043805,             0.00043805,             0.00043805
                    160,                   0.81,                0.55193,                0.89906,                0.70248,                0.92121,                0.87912,                0.61395,                 0.8252,                0.58081,                0.89512,             0.00043505,             0.00043505,             0.00043505
                    161,                0.83331,                0.55541,                0.89574,                0.70803,                0.93729,                0.83116,                0.58207,                0.83326,                0.55226,                0.89146,             0.00043205,             0.00043205,             0.00043205
                    162,                0.79968,                 0.5442,                0.89445,                0.72966,                0.97026,                0.85844,                0.61545,                0.83934,                0.53939,                0.89591,             0.00042905,             0.00042905,             0.00042905
                    163,                0.81039,                0.53701,                0.89135,                 0.7425,                 0.9418,                0.87095,                0.61533,                0.86003,                0.52862,                0.89365,             0.00042605,             0.00042605,             0.00042605
                    164,                0.80327,                 0.5382,                0.89891,                0.78108,                0.97523,                0.87641,                0.61888,                0.82956,                0.50494,                 0.8884,             0.00042305,             0.00042305,             0.00042305
                    165,                  0.814,                0.53576,                0.90015,                0.70251,                 0.8307,                0.81976,                0.57449,                0.85178,                0.52768,                0.89396,             0.00042005,             0.00042005,             0.00042005
                    166,                 0.8083,                0.53866,                0.89119,                0.70764,                0.90438,                0.83344,                0.58903,                0.85197,                0.55464,                0.89338,             0.00041705,             0.00041705,             0.00041705
                    167,                0.80884,                0.54144,                0.90193,                0.69418,                0.86317,                0.80047,                0.55996,                0.84047,                0.55499,                0.89228,             0.00041405,             0.00041405,             0.00041405
                    168,                0.80143,                 0.5424,                0.89282,                0.88932,                0.79734,                 0.8412,                0.59489,                0.82222,                 0.5607,                0.88776,             0.00041105,             0.00041105,             0.00041105
                    169,                0.80756,                 0.5453,                0.89655,                0.75204,                0.86711,                0.84239,                0.57918,                 0.8422,                0.54503,                0.89201,             0.00040805,             0.00040805,             0.00040805
                    170,                 0.7971,                0.54138,                0.90184,                0.92498,                0.77347,                0.83973,                0.58348,                0.81291,                0.56191,                0.88294,             0.00040505,             0.00040505,             0.00040505
                    171,                0.80114,                0.53509,                0.89239,                0.93423,                0.74109,                0.80878,                0.57107,                 0.8118,                0.53857,                0.88388,             0.00040205,             0.00040205,             0.00040205
                    172,                0.80494,                 0.5394,                 0.8914,                0.94683,                0.77072,                0.83741,                0.58168,                 0.8358,                0.53721,                0.88664,             0.00039905,             0.00039905,             0.00039905
                    173,                0.80745,                0.55078,                0.88721,                0.92986,                0.76758,                0.87144,                0.61568,                0.82304,                0.54019,                0.88374,             0.00039605,             0.00039605,             0.00039605
                    174,                0.81897,                0.56791,                0.89719,                0.70603,                0.91127,                 0.8398,                0.58952,                0.81831,                0.53847,                0.88553,             0.00039305,             0.00039305,             0.00039305
                    175,                0.79903,                0.55136,                0.89535,                0.69848,                0.86592,                0.81447,                0.59398,                0.78775,                0.53283,                0.87995,             0.00039005,             0.00039005,             0.00039005
                    176,                0.78616,                0.53341,                0.89467,                0.78759,                0.88385,                0.88946,                0.63062,                0.83075,                0.54634,                0.88711,             0.00038705,             0.00038705,             0.00038705
                    177,                0.79489,                 0.5273,                0.88827,                0.85516,                0.82299,                0.83325,                0.58578,                0.80171,                 0.5223,                0.87718,             0.00038405,             0.00038405,             0.00038405
                    178,                0.77733,                 0.5188,                0.89193,                0.77297,                0.90213,                 0.8483,                0.60722,                0.81257,                0.52815,                0.88242,             0.00038105,             0.00038105,             0.00038105
                    179,                0.77798,                 0.5311,                0.89512,                0.82548,                0.90643,                 0.9096,                0.65357,                 0.8095,                0.50858,                0.88286,             0.00037805,             0.00037805,             0.00037805
                    180,                0.79795,                0.53128,                 0.8934,                0.81911,                0.89766,                0.89236,                0.64353,                  0.824,                0.51453,                0.87975,             0.00037505,             0.00037505,             0.00037505
                    181,                0.78975,                0.53362,                 0.8902,                0.77489,                0.88959,                0.85195,                0.61733,                0.81223,                0.51506,                0.88828,             0.00037205,             0.00037205,             0.00037205
                    182,                0.78561,                0.51761,                0.89598,                0.70081,                0.90213,                0.82502,                0.58188,                0.81508,                 0.5335,                0.88473,             0.00036905,             0.00036905,             0.00036905
                    183,                0.76653,                 0.5099,                0.89066,                0.74189,                0.89948,                0.85476,                0.61389,                0.78919,                0.52466,                0.88211,             0.00036605,             0.00036605,             0.00036605
                    184,                0.76434,                0.50557,                0.88214,                0.75715,                 0.9061,                 0.8588,                0.61782,                0.79858,                0.51409,                 0.8806,             0.00036305,             0.00036305,             0.00036305
                    185,                0.79062,                0.51098,                0.88482,                0.93523,                0.72173,                0.84234,                0.60415,                0.81134,                0.51184,                 0.8807,             0.00036005,             0.00036005,             0.00036005
                    186,                 0.7775,                0.52685,                0.89477,                0.93922,                0.74057,                0.80825,                0.58429,                0.79946,                 0.5038,                0.87973,             0.00035706,             0.00035706,             0.00035706
                    187,                0.76992,                 0.5145,                0.87517,                0.75461,                0.89137,                0.86526,                0.61793,                0.80772,                0.51326,                0.88307,             0.00035406,             0.00035406,             0.00035406
                    188,                 0.7552,                0.49523,                0.87669,                0.87047,                0.81974,                0.87377,                0.63685,                0.82787,                0.51186,                0.88741,             0.00035106,             0.00035106,             0.00035106
                    189,                0.76148,                0.50137,                0.89874,                0.78437,                0.89217,                0.93881,                0.67607,                0.81074,                0.52265,                0.88732,             0.00034806,             0.00034806,             0.00034806
                    190,                 0.7681,                0.50117,                0.89207,                0.75743,                0.90349,                0.86987,                0.62409,                0.78235,                0.51097,                0.87919,             0.00034506,             0.00034506,             0.00034506
                    191,                0.75407,                0.50873,                0.88397,                0.89079,                0.82011,                0.83183,                0.58799,                0.80075,                0.52036,                0.88408,             0.00034206,             0.00034206,             0.00034206
                    192,                0.77302,                0.50437,                0.87786,                0.93762,                0.78986,                0.85041,                0.59316,                0.82372,                0.51596,                0.88749,             0.00033906,             0.00033906,             0.00033906
                    193,                0.77141,                0.52541,                0.88532,                0.86036,                0.81531,                0.83816,                0.60481,                0.82624,                0.52943,                0.88113,             0.00033606,             0.00033606,             0.00033606
                    194,                0.80118,                0.53271,                0.89061,                0.82564,                0.85507,                0.88841,                0.63894,                0.82578,                0.52586,                0.88825,             0.00033306,             0.00033306,             0.00033306
                    195,                0.76797,                0.52037,                0.88369,                 0.9333,                0.77486,                0.86112,                0.60312,                0.82442,                0.52939,                0.88583,             0.00033006,             0.00033006,             0.00033006
                    196,                0.77308,                  0.513,                0.88306,                0.79542,                0.90213,                0.90082,                0.63311,                0.81902,                0.51869,                0.88512,             0.00032706,             0.00032706,             0.00032706
                    197,                0.79363,                0.54948,                0.88479,                0.78528,                0.90213,                0.85606,                0.60647,                 0.8173,                0.50439,                0.89206,             0.00032406,             0.00032406,             0.00032406
                    198,                 0.7706,                0.51584,                 0.8915,                0.75044,                0.90213,                0.87339,                0.62953,                0.80468,                0.50465,                0.88329,             0.00032106,             0.00032106,             0.00032106
                    199,                0.75207,                0.51926,                0.88688,                0.73064,                0.89824,                0.86003,                 0.6161,                0.81406,                0.50622,                0.88713,             0.00031806,             0.00031806,             0.00031806
                    200,                0.78322,                0.53029,                0.89249,                0.95329,                0.77293,                0.84072,                0.57904,                0.81609,                0.50183,                0.88871,             0.00031506,             0.00031506,             0.00031506
                    201,                0.77569,                 0.5015,                0.88772,                0.93092,                0.76218,                0.82727,                0.58247,                0.80984,                0.51989,                0.88594,             0.00031206,             0.00031206,             0.00031206
                    202,                0.75856,                0.48391,                0.87508,                0.87292,                0.82542,                0.84042,                0.61064,                0.79711,                0.50737,                0.87756,             0.00030906,             0.00030906,             0.00030906
                    203,                0.77877,                 0.5113,                0.89241,                0.88697,                0.81524,                0.86733,                0.61902,                 0.8003,                0.51085,                0.87997,             0.00030606,             0.00030606,             0.00030606
                    204,                0.75225,                0.49664,                0.87653,                0.76691,                 0.9056,                0.84742,                0.60406,                 0.8096,                0.50153,                0.88125,             0.00030306,             0.00030306,             0.00030306
                    205,                0.75058,                0.48506,                 0.8772,                0.75261,                0.90393,                0.85386,                0.61156,                0.81123,                0.49946,                0.88318,             0.00030006,             0.00030006,             0.00030006
                    206,                0.77541,                0.51611,                0.87958,                0.94541,                0.76729,                  0.848,                0.60279,                0.80226,                0.50698,                 0.8846,             0.00029706,             0.00029706,             0.00029706
                    207,                0.74307,                0.47949,                0.87502,                0.94378,                0.76818,                0.83962,                0.60566,                0.79523,                0.50923,                0.87797,             0.00029406,             0.00029406,             0.00029406
                    208,                0.76219,                 0.4876,                0.88713,                0.89315,                 0.8169,                0.85738,                0.61974,                0.78718,                0.51193,                0.87556,             0.00029106,             0.00029106,             0.00029106
                    209,                0.77151,                0.51812,                0.88955,                0.79505,                0.85221,                0.84077,                0.60833,                 0.8088,                0.52181,                0.87865,             0.00028806,             0.00028806,             0.00028806
                    210,                0.75682,                0.49859,                 0.8882,                0.77637,                0.89994,                0.84994,                0.62146,                0.78928,                0.51263,                0.87912,             0.00028506,             0.00028506,             0.00028506
                    211,                0.77187,                0.51051,                0.87996,                0.71673,                0.90714,                0.83699,                0.60169,                0.79973,                0.51805,                0.87703,             0.00028206,             0.00028206,             0.00028206
                    212,                0.75914,                0.50012,                 0.8809,                0.92813,                0.78089,                0.85388,                0.61378,                  0.779,                0.50268,                0.87248,             0.00027906,             0.00027906,             0.00027906
                    213,                0.72968,                0.48087,                0.88142,                0.77544,                0.88387,                0.86755,                0.62432,                0.77699,                0.50898,                0.87125,             0.00027606,             0.00027606,             0.00027606
                    214,                0.75153,                0.50426,                0.88638,                0.76773,                0.90128,                0.86355,                0.63934,                0.79678,                0.50632,                0.87136,             0.00027306,             0.00027306,             0.00027306
                    215,                0.78445,                0.53584,                0.88477,                0.87183,                0.83264,                0.89768,                0.65484,                 0.8313,                0.52625,                0.88176,             0.00027006,             0.00027006,             0.00027006
                    216,                0.72957,                0.49446,                0.87053,                0.74155,                 0.8867,                0.85645,                0.61102,                0.81581,                0.52783,                0.87694,             0.00026706,             0.00026706,             0.00026706
                    217,                0.72445,                0.48173,                0.87409,                0.91763,                 0.8181,                0.85271,                0.60032,                0.78098,                0.52056,                0.87114,             0.00026406,             0.00026406,             0.00026406
                    218,                0.72728,                0.47596,                 0.8738,                0.77809,                0.90039,                 0.8711,                0.62771,                0.78768,                0.50735,                0.87169,             0.00026106,             0.00026106,             0.00026106
                    219,                0.76074,                0.55328,                0.88673,                0.87105,                0.88089,                0.91713,                0.66242,                0.79789,                0.51109,                0.87703,             0.00025807,             0.00025807,             0.00025807
                    220,                0.75577,                0.50407,                0.88526,                0.78075,                0.89023,                0.85684,                0.60902,                0.81442,                0.51466,                0.88267,             0.00025507,             0.00025507,             0.00025507
                    221,                0.74149,                0.49473,                0.87796,                0.78192,                0.85983,                0.85613,                0.61602,                0.81691,                0.52731,                0.88283,             0.00025207,             0.00025207,             0.00025207
                    222,                0.75225,                0.50314,                0.88406,                0.74528,                0.81662,                0.83822,                0.59777,                0.80767,                0.50959,                0.88248,             0.00024907,             0.00024907,             0.00024907
                    223,                0.75634,                0.49804,                0.87662,                  0.716,                0.90614,                0.84568,                0.59919,                0.80389,                0.51488,                0.88055,             0.00024607,             0.00024607,             0.00024607
                    224,                0.77351,                0.51172,                0.89494,                0.74614,                0.89325,                0.85436,                0.61269,                0.79653,                 0.5165,                0.87829,             0.00024307,             0.00024307,             0.00024307
                    225,                0.73159,                0.48815,                0.87481,                0.76756,                0.90731,                0.87182,                0.62274,                 0.8025,                0.52624,                0.87902,             0.00024007,             0.00024007,             0.00024007
                    226,                0.74803,                0.48676,                0.87619,                0.78366,                0.86321,                 0.8885,                0.63699,                0.81014,                0.51967,                0.88106,             0.00023707,             0.00023707,             0.00023707
                    227,                0.75195,                0.48711,                0.87958,                0.90389,                0.89628,                0.90556,                0.65066,                0.79982,                0.51964,                0.87622,             0.00023407,             0.00023407,             0.00023407
                    228,                0.74004,                0.47397,                0.87538,                 0.8046,                0.84903,                0.85677,                0.61556,                0.80558,                0.51763,                0.87765,             0.00023107,             0.00023107,             0.00023107
                    229,                0.74024,                0.48013,                0.88297,                0.85252,                 0.8973,                0.89713,                0.64143,                0.80956,                0.51132,                0.87376,             0.00022807,             0.00022807,             0.00022807
                    230,                0.73096,                0.47828,                 0.8791,                 0.8157,                0.90762,                0.90824,                0.64304,                0.81094,                0.51904,                0.87796,             0.00022507,             0.00022507,             0.00022507
                    231,                0.74796,                0.47464,                0.87692,                0.74714,                0.90762,                0.87473,                0.62682,                0.82765,                  0.506,                0.87783,             0.00022207,             0.00022207,             0.00022207
                    232,                0.73924,                0.48011,                0.87274,                0.94243,                 0.7653,                0.86557,                0.61721,                0.81057,                0.50371,                0.87532,             0.00021907,             0.00021907,             0.00021907
                    233,                0.73601,                0.48076,                0.87713,                0.77224,                0.90762,                0.85544,                0.61411,                0.80615,                0.48976,                0.87486,             0.00021607,             0.00021607,             0.00021607
                    234,                0.75994,                0.48834,                0.88069,                 0.8966,                0.85282,                0.89432,                 0.6449,                0.79447,                 0.4888,                0.87209,             0.00021307,             0.00021307,             0.00021307
                    235,                0.74363,                0.48632,                0.88089,                0.91116,                0.84244,                0.89705,                0.65488,                 0.7934,                0.49923,                0.87051,             0.00021007,             0.00021007,             0.00021007
                    236,                0.73588,                0.48508,                0.87265,                 0.8679,                0.89033,                0.90069,                0.65532,                0.80305,                0.50262,                  0.872,             0.00020707,             0.00020707,             0.00020707
                    237,                 0.7367,                0.47995,                0.88411,                0.74097,                 0.9024,                0.89502,                0.65271,                0.79331,                0.51353,                0.87134,             0.00020407,             0.00020407,             0.00020407
                    238,                 0.7333,                0.48005,                0.87052,                0.76994,                0.89956,                0.86399,                0.62912,                0.79311,                0.50603,                0.87109,             0.00020107,             0.00020107,             0.00020107
                    239,                0.74788,                0.48756,                0.87778,                0.91128,                0.88694,                0.90319,                0.65857,                0.79248,                0.49695,                 0.8698,             0.00019807,             0.00019807,             0.00019807
